genes,cluster,IFNA_IL2,IFNA_IL21,IFNA_IL27,IFNA_IL6,IFNA_TNF,IL12_IFNA,IL12_IL2,IL12_IL21,IL12_IL27,IL12_IL6,IL12_TNF,IL21_IL27,IL2_IL21,IL2_IL27,IL2_TNF,IL4_IFNA,IL4_IL12,IL4_IL2,IL4_IL21,IL4_IL27,IL4_IL6,IL4_TNF,IL6_IL2,IL6_IL21,IL6_IL27,IL6_TNF,TNF_IL21,TNF_IL27
Efemp2,-1,0.2139381589317693,0.2524317037305175,0.3531898869600112,0.4565717725559257,0.3473170902315764,0.2009535228216457,0.543365298579981,0.5937881008313576,0.3492386851393988,0.6156901684627949,0.3810612227072303,0.2649728720684468,0.1148424214668124,0.3409326027176556,0.3245109777794984,0.135428434188169,0.0107376125841944,0.3620339299308821,0.040945283327592,0.2268706434149325,-0.122859205527561,0.1541053415869772,0.0370422969345053,0.273489784770874,0.2164220225106143,0.0424779304515452,0.5080775260438999,0.1558995435842907
Efhc1,-1,0.0187213063952091,-0.064966971780744,0.0613043913515109,0.2709416944532863,0.0081576335745305,0.2760460059022459,0.2398214323277439,0.5624822051085849,0.3495086478136685,0.3786651763632452,0.2264616247937068,0.2575080319702772,0.2020764820425909,-0.0514850560894041,0.1167668521040315,0.2408158370676959,0.1907395119171564,0.2132711419464319,0.4362481079417457,0.110595254533648,0.3571672463401916,0.3304065663184989,0.1276191900455699,0.3497238751815231,0.2418896945084205,-0.1553689152680195,0.2344084113877705,0.1244713152196839
Efnb1,-1,-0.0684623954813231,-0.2812225094803042,-0.0379698361387715,0.015054021545928,-0.2561243247217404,0.1255564657724977,0.1266134070072838,-0.2234000174506798,-0.2133862658305073,0.0594442579689358,0.108442491187662,-0.1789406071379081,-0.0554868074348521,-0.158890821017538,-0.3431971114606933,-0.3552535289963068,0.0991096625863786,-0.1019097793316597,-0.2410564827040538,-0.0280437937475232,0.2001566134271099,-0.2879703701274032,0.1422625801938572,-0.2224478832723854,0.2999978046254937,-0.2118598602707765,-0.1288958326862665,-0.1824916896839609
Egln3,-1,-0.0311289056634489,0.004774859657044,0.2419149405855953,0.2285119538098701,-0.1627482566175152,0.0555902336464677,0.1034645804337302,0.1461597645948367,0.3914878281614967,0.2330469460151078,0.1082182913508173,-0.3372572709780148,0.0984834691328276,0.0034299788160587,-0.4703865623516544,-0.1461159583103541,0.1045766353049661,0.1092213913535922,-0.3986253142734671,-0.5352762932321694,-0.2335568241082693,-0.2702532608293936,-0.2553774016342964,-0.4366923995960963,-0.3254366153916739,-0.1449356522766536,0.055948963727856,0.156546942250195
Egr1,-1,0.0816626413506479,0.2032559551486834,0.0180395351953417,0.1409795321302041,0.1780125187316909,-0.1358073549697281,-0.3481952645362597,0.0212201330549259,-0.1996677927781206,0.055205509568087,0.0411921048061093,0.1483270136202313,0.0354580238171502,0.0713428451010569,0.3429304439910127,0.0804205493150808,-0.1887779703285577,0.3695791281778215,0.0920329790315536,-0.0763564850994504,0.213794380349722,0.0542498931299359,0.2058924693340861,0.0725023857206432,0.290920877446387,0.0678957888948357,0.2614534102397053,-0.0302397829114715
Egr3,-1,-0.0091609235550863,0.005350645528074,-0.3355235527323621,-0.2835479032689686,0.1907868917776341,0.2120495610777743,-0.045365194299736,0.086868379284594,-0.1998503550068153,-0.2638831713917277,0.5482832265708466,-0.2797585317544611,-0.1249184667866168,-0.5616953062006292,-0.1770888734891573,-0.069290878202631,-0.4073179782605856,-0.4998822665122375,-0.1958661244891561,-0.8588375767181489,-0.3097813595349708,-0.4815282178791021,-0.3071515949292427,0.0689324300232233,-0.2360603321797167,-0.2865889982955359,0.218427249279937,-0.5547213345904914
Ehd3,-1,0.1983716827725157,0.0565112731287147,0.2228912422069872,0.0519500133149555,0.057415174342561,0.0260209232864247,-0.0853841996938564,-0.1905373385316295,-0.0711460923364317,0.0478260882609033,-0.0017325988283347,0.0474097927882541,0.0733502173928965,0.0541714872804626,0.0964678791398774,0.4263173831453545,-0.0886393025234651,0.2052589058724887,-0.0111225375757178,0.0382531768640213,0.1111185911777548,0.0176716428316162,0.2046372549808803,0.1393479158163651,0.1794560334851849,-0.053270862497095,-0.1257767938181258,-0.0931554208867791
Eid1,12,-0.0006113535176463805,-2.0453731448613147e-06,0.1212931527430046,-0.0819624437210044,-0.4262289546887597,-0.1120257694951787,0.0055806820262037,-0.0606232332365824,0.0317253397449312,-0.0964101635150406,-0.0893640360667015,0.0905626153789061,-0.0309229721086378,0.0626475172841737,-0.5873564235771018,-0.0621549659989712,-0.0410767494180502,0.092492800933082,-0.0096340478128098,0.105279014845184,-0.0302904253176151,-0.5715312360506793,-0.0506317868535813,-0.026662220110597,0.1152165498543389,-0.7702546187928156,-0.4920525809970497,-0.4791658682792344
Eid2,-1,-0.015195483190732,0.1998422690709696,0.0105019609015766,0.001711444301546,0.0057467568445549,0.3901358028129802,0.220295258329317,0.3289758342853353,0.3129566992076847,0.0080548551996207,0.2197158663167524,0.0747941254416061,-0.0019351535436913,-0.0506027950292951,-0.1395723419128501,0.0885293861483686,0.4786793689692057,-0.0225970762082238,-0.1724221167318593,-0.0141890958788493,-0.1511033895366993,0.0337322084130651,-0.2598477584052909,-0.0705634366539855,-0.1424575595576054,-0.1879721527380576,-0.0134471802332229,-0.0888940798086789
Eif1a,-1,0.0488604184363134,0.0287042205020893,-0.1016171927841847,-0.0470356244678472,0.0296188672244993,-0.1621816817991053,-0.1710397901819917,0.0170540856747797,-0.0523911375795866,-0.0868037983385415,-0.0935132955448646,-0.2306292978311232,0.0303996232531289,0.1313061338877403,0.0454041665249902,0.0822440794479344,-0.0407627899297208,-0.2483492000900117,-0.0374258882741807,0.0244466789092767,-0.223164682383076,0.1627207942035805,-0.1191065656259018,-0.2552028234923698,-0.4752555742910951,0.0881518559447963,0.1203625976055125,0.119328591263318
Eif2ak2,-1,-0.2225929291782301,0.1209273745135712,-0.2488987484303168,-0.0108141153849282,-0.0396166292267109,0.2910768604328644,-0.0692943714384507,0.2902910051971032,0.270416741329477,-0.0660937217423247,0.0635424478727835,0.1841427057700931,-0.1480058919738673,-0.1584878132475352,-0.0026658339007517,0.1162940734889858,0.0730057567577908,-0.2871056892516127,-0.0393116091722997,-0.0870319836995113,-0.0831814369746274,-0.030902075505422,-0.252526474503393,0.1051552662250886,-0.1257011085059608,-0.0053807908686397,0.0600770723798092,0.1991638300914215
Eif2ak3,11,0.3613970303685742,0.3980998109588095,0.2693871798602462,0.2731572689303234,0.2675443266124861,0.1049838830742641,0.0816791717041082,0.0555665865679158,-0.0879690851832703,0.1701993060718462,0.1444306217409988,0.2675354869240094,0.4900146729419896,0.4944681892001009,0.5035828630537957,0.3075066716500289,0.0682054341017833,0.8223333714726563,0.5503677497571006,0.3468658420909947,0.659316529703518,0.4912167114906258,0.6175186656433073,0.4279361695755697,0.4743440034027438,0.325052531393863,0.3165044761211286,0.3061293500380614
Eif2ak4,-1,-0.000648781504021491,0.1159107242095008,0.06353141571318,0.0708770928679705,-0.0206638178020626,-0.0874808292923924,0.1378324422785901,0.2204612290841549,0.1188582237878165,0.2033311018056098,0.0601807512536067,0.3771874086491829,0.2174629095179926,0.1727444438379793,0.0497331290019256,0.0136586581063428,0.0315008630861334,0.1849372429881785,0.1226216795864887,0.2661916006033695,0.2469464560628392,-0.0085406593334897,0.1134159824648204,0.1740553094854152,0.2437465995796596,0.015782272826206,0.1841658823820432,0.0200976261944437
Eif2s3y,-1,-0.0426884655530489,0.049877352152153,0.0551979762380215,-0.005346474311108,0.0130136538812506,-0.1513485565889407,0.0612563967461615,-0.1201113510946082,-0.0611174935016879,0.1015242971232457,-0.1441444865641826,0.0576591654501771,-0.0215008934214611,0.0172039367672299,-0.0070110183332309,0.0873142848219269,-0.0573681631260816,0.0336392361626443,0.0149079640867678,0.0709825762099346,0.0047000663323149,-0.0175404185633858,-0.0242947597978189,0.0366099226135769,0.0943504680984032,0.0107567509924936,-0.0064836805762459,0.0536871003223443
Eif4e3,-1,0.3208630486264558,-0.1555035698063396,-0.1694228088436382,-0.0648001163383707,-0.0533891016405944,0.0786145050451469,0.2035533145528636,0.0715453780914878,0.043129082191074,0.1669522312499073,0.1197073951977422,-0.1332423492051313,0.030497153188048,0.5192776321367546,0.010407978013521,0.1805334936821206,0.1332178882698384,0.0034357568629253,0.0072981986272097,0.2536216553790061,0.1692858258978301,0.3210956604185283,0.0913914918148351,-0.1363772912509384,-0.1760650530081198,0.0451626452009304,-0.0947994283505575,0.1117561035595761
Eif4ebp1,-1,-0.1303817737765756,-0.1867405867369344,-0.2615263946885964,-0.2839677263449435,-0.0943517028519573,-0.1642128752351415,0.0362812824431531,-0.0537668204280319,-0.0969334271603968,0.0359989147889558,0.015444465405482,-0.0434537578373035,-0.0749619014499156,-0.0877381545752891,0.0654633572747501,-0.0951180354768006,-0.1657184300671061,-0.0861083336375741,-0.0569931921721506,-0.1371525646086806,-0.0290087590394614,0.1723294549249703,-0.0244823464077408,-0.0346424768858484,-0.1079092858632937,0.1141598773329427,-0.0267568163200659,-0.1801094774719386
Eif5a,9,-0.1323961673967811,-0.0841689960946917,0.0266115214937598,-0.0816937063096687,-0.0445714775090186,0.0511673653219429,0.1567382568627269,0.1409232232973476,0.1041099976002114,-0.0220568363587562,0.0060232395037049,0.048881033693203,-0.0194834941075843,-0.0115306378327233,-0.1002102678882752,-0.1014694401945318,0.1535765291035084,-0.4170634840971752,-0.0035770001950948,0.0580525741006804,-0.1600922247258193,0.0212928303190679,-0.2627577925202928,-0.0055269202406049,-0.1118940259416193,0.1838556196461907,0.2336683775934853,0.0346717829791125
Elk1,-1,0.0971254117342308,-0.0344507399057085,0.0611975542850451,0.0564742936703627,0.0790931975732626,-0.1111808418149822,-0.0626985301227002,-0.0126781971559462,0.0489488934302924,-0.1262879648245149,0.0388352754160734,0.0484148178078838,0.1136324965006396,0.1034780741461299,0.0395395687779315,-0.0343525224722084,-0.2036755628516414,-0.0888999288010656,-0.091604781499732,0.116779378972417,-0.0008381096170164916,0.0803959838280829,0.1170282200010823,0.1345393736368579,0.0580475855541123,-0.0010587246091914,0.1691977109463157,-0.0434075274911295
Elmo3,-1,-0.0140492140270324,-0.0896735034414929,-0.0043341281063564,-0.1160062315077177,0.0835320717671424,-0.1247116594311835,-0.4762430467024533,0.0412841628980306,-0.0080731823562857,-0.227441781679451,-0.0429834811005774,0.0744942026797726,0.003680205169302,0.0827967332177038,0.0193783002005664,-0.0022229928656909,-0.3145437980172915,-0.1342370806778798,-0.0201625448351132,-0.1224017850361688,-0.1921136778212394,0.1634903440322623,-0.0100678369954946,-0.3322137921977013,-0.1800741850478158,0.0308062815724136,0.243603685607942,0.1492559284499057
Elovl6,-1,-0.0774398857672937,-0.0391707078633964,0.0716345375316144,0.0490653019817467,0.1717072281594718,-0.1266418965792894,-0.0399903821895125,0.1684382029692563,0.063057248485136,-0.0039569103368197,0.0072476298165749,-0.2722756932700678,-0.1964729007438957,-0.133445979267271,0.3915479677672769,-0.0711065821930565,-0.0561179031750527,0.0377714897920078,-0.1171973983661492,-0.0464582401200024,-0.1928154796851104,0.3597659878653105,-0.2634201819670264,-0.6750939311235759,-0.2672350461753957,0.362304768286868,-0.0408819487523679,0.0852023990511062
Elp5,-1,0.0745678736434485,0.1855132962770019,0.1273850135993677,0.0812264237330967,0.1165578252382779,0.0564454994597547,0.1296652742590554,0.061781384299382,0.1155982979987758,0.0562938214590325,0.0941239030199901,0.162490329609812,0.0358632638414991,0.0889593705808337,0.1242289362575868,0.0067882083471112,0.1224728970492481,0.0129178938402002,0.1030005764210947,0.1185275180390667,0.0374492904142733,0.0821807897216707,-0.0514146010885738,0.1207006159447879,0.1455886144550436,0.1641496795674993,0.2351109006465252,0.0588021770101118
Emc9,-1,-0.0911378236303516,-0.1788378905391796,-0.1363596823598474,-0.1102661978023976,-0.1696210541553984,-0.0749495395074388,0.0132313262387032,-0.0847892649138187,-0.0159316567545248,0.0289964941804281,0.0061393319060452,-0.1099821706267192,-0.1999368960549507,-0.1327112183392904,-0.0634168495214616,-0.1513890079050839,-0.0978167053795947,-0.1370249635260361,-0.2343707905712162,-0.1227011167641843,-0.1467830463433929,-0.1058563857948124,-0.1576259451587995,-0.2458362164836627,-0.068698145524718,-0.3998672892855768,-0.3822862025011576,-0.192566989691509
Eml5,-1,-0.0677108353591743,0.0964368908673392,0.1040609325323204,0.1427376171730852,0.1060191481465105,-0.0919722899583538,0.0552008039612858,-0.2298591591737004,0.109511185589975,-0.1995226562448636,-0.1387389942162488,-0.0844411798097761,-0.0424494978958885,-0.0227377913565709,-0.007439563060669,0.179647904071796,0.0367097968940334,0.2396015545864646,-0.106762767211454,0.0354614505778209,0.0859111300557439,0.0033474995568596,0.0844069211215785,-0.1378564440493758,0.0054826129294598,-0.0269592599910691,-0.0795375422407545,0.02287286170846
Emp1,-1,-0.0148898068004929,0.4049334772396216,0.4050946476215044,-0.0052147262565125,0.1247578289084527,0.3016087379652619,0.2954218944826863,-0.0828821955996527,0.0954911446509429,-0.3518008614406723,0.4441208047424704,-0.1954392403607892,0.1230512916184378,0.0542996395063516,-0.0419074605411478,0.3436288977434738,0.298942898255365,-0.4095710360228579,0.449065118138767,0.2464499497654386,0.1758349389071794,0.2802613272639023,-0.1744028749369649,-0.2056994243728868,-0.1581509452896618,0.00892727957595,-0.1977425890571603,0.1814077383104811
Enah,-1,-0.3310243062561343,-0.2140319436792919,-0.0302758245034575,-0.4231135159840396,-0.2380603749175658,-0.0669893622499561,-0.1004555388416514,-0.1011801658409887,-0.0629542279842963,-0.1849676424721322,-0.1129066767181984,0.1357283521594024,-0.0946217386218973,-0.2569930205170345,0.7226516787997903,-0.166716553291239,-0.171075823699938,-0.002673508808291,-0.1278685276943557,-0.0978217461674981,-0.4723920083200482,0.2647418881606746,-0.3239423613660039,-0.8200315099536685,-0.5024399516486131,-0.209419732409242,-0.0398691215271819,-0.2010613220326108
Enc1,-1,0.1293141304310497,0.2860401243693062,0.1876955753271026,0.1303531679047783,0.3103076095579451,0.0543905736534317,0.0376595608203275,-0.0213732210253578,0.0137941398339218,-0.0348534719866033,0.1017550300088329,0.1983448296334707,0.3315459554197256,0.2757385118619619,0.2075959002128625,0.2115169838274092,0.1526611583746882,0.4749793559068256,0.3980565457312495,0.2684092880647126,0.49384986928295,0.2614234993338689,0.4564161021588512,0.4399884755609873,0.3658397720301297,0.5491340555231455,0.4059194440208946,0.4960643491220932
Endod1,-1,-0.1424772563151533,-0.0910259084025778,-0.318466599828332,-0.0653690489504484,-0.0239022417655746,-0.0354451067804488,-0.1465592032925635,-0.0449998607622793,-0.1007018309186338,-0.0042450789243567,0.0061258828556196,-0.0978263747834428,-0.3249650382663372,-0.2996811133045576,-0.2340584149237873,-0.0643145180815431,-0.1034349697515395,-0.2927169160162915,-0.2879790364285227,-0.2162350535803931,-0.2449056613892831,-0.0035419349641179,-0.3496761794748869,-0.2723779952963153,-0.2806770514327487,-0.2561792908999496,-0.2186546857480683,-0.0086802313129466
Endog,-1,-0.2111891482341335,0.110173130096296,0.0415590848417738,-0.0988536758489291,0.0862902705427241,-0.2538712061788625,-0.0140704649907517,0.1210212283643207,-0.0408024449681155,-0.1549187958659306,0.0844998649037129,0.1534743287247173,-0.1609689165198618,-0.0758405227779457,-0.0468890729754308,-0.1704436814111377,0.0329264078023031,-0.3934234844684965,-0.1968180088060983,-0.0798802051529381,-0.209283023404298,0.035173131720024,-0.3786538826521455,-0.2596965619544935,-0.1702097975737223,0.1248759989294323,-0.0971221675109257,-0.1272614725257737
Eng,-1,-0.1541609981752716,0.1508044810740221,0.1041987931840946,0.0095127697766095,-0.1333268826530689,0.0325510447304881,0.0398843607093559,0.1503368236242282,0.2501190002508793,0.1685401822814934,0.0235624198652092,0.2713085114213389,0.2333925027241336,-0.0378773585042127,-0.1184254049828094,0.1930380456949624,-0.2499733748112613,-0.0077595328435673,0.2802090801882191,-0.1711499786586917,0.1766912150689161,0.057588880213627,0.0675904806926866,0.1720439828925734,-0.0562812273186277,0.0850861861077565,0.2332673440004322,0.2912780875555379
Eno2,-1,0.1205112092661124,0.2469906027894198,0.268223630507314,0.3561393328001547,0.1818537273465851,-0.2291112581841491,-0.0112621262127815,0.1099331970120727,-0.0303134112856733,0.2869633474160701,0.0444980922429547,0.3222654372279238,0.1524233177257706,0.1751415658791363,-0.2784082160989036,-0.0337619023749001,0.081784325582836,-0.0457026076314337,-0.0650940985156942,0.0330106969124871,0.1615987602656111,-0.5555115011139448,0.2432547454241674,0.1543492439579497,0.419965663254952,-0.2637324672475567,-0.104670805870957,-0.1947017382872028
Eno3,-1,0.0010811582687279,0.021885762105617,0.0524855739212043,-0.0269602200044254,0.0584503047478683,0.1358676207482757,0.147160548647974,-0.0570923244626354,0.0787399111279843,0.0850979058402099,0.0991129319065537,0.1013938490738329,-0.0032310062041627,0.191237972329549,0.1142459992435507,0.1137313180279079,0.0522321238636656,0.0701989973715044,0.0403274650879595,0.054612012943485,0.0589855686409313,-0.0103656895727608,0.0513157088684906,0.0223304076876947,0.3169566736138095,-0.0205836655895019,0.0273370253634444,0.0845835945031966
Enpp5,-1,0.1758447824034137,0.4308232455574913,0.2752269202621011,0.3538564975517131,0.2628336246448646,0.3058552164288011,0.1254174017134756,0.2402623575547651,-0.0889451797876505,0.3873602767812454,0.1154247908934731,-0.0711862857944729,0.3225511495452169,0.0208754570988737,-0.1401231500647938,0.0605229576486338,0.1605878503485449,-0.1209819769637139,0.3572701275775909,0.1241433595932163,0.1418177956545071,-0.0943961515072493,0.497581965130399,0.2437531724495759,0.3132285666639089,0.2963323678298056,0.132832148518664,-0.027748142465267
Entpd1,-1,0.0925562197630628,-0.085634226862549,-0.484225913969902,-0.4685010958585966,-0.1099848061737558,0.1086918383655719,0.161030737124718,0.3873498782836804,0.1893210553982987,0.1006654982919245,0.1847761767171763,0.3619782106347965,0.0759862802730645,0.2341464150210256,-0.0308829279247735,-0.1911033612789818,0.0458449385702912,-0.002363182431642,-0.0364767506782511,-0.147893088284885,-0.2281484199151048,-0.2313501276904442,-0.0193796398103405,0.0297060424828084,-0.4792701653162687,-0.0126627851546433,0.3265808923728331,0.3321984854906522
Entrep3,-1,-0.0218669920002894,-0.1207552712678287,-0.0350894559586277,-0.0876757279295425,-0.1625183386096558,-0.0916909639350868,-0.0711696863754193,0.0079225347112666,0.0200727038291947,0.0122309659481732,0.0460204616563877,-0.0008134365696586273,-0.0861424854789493,-0.0857008877423903,-0.1220539077950152,-0.1059082512277387,-0.0038304570964623,-0.06799923736679,-0.0659808027029088,-0.0993803074916081,-0.1223054200828359,0.0427346079225385,-0.1014866006795265,-0.1142736951676401,-0.0510711798443921,-0.2295284076432579,-0.2134462053839644,0.0041500833315397
Eomes,-1,0.7249848544969175,0.1609615900733455,1.1579117428472128,0.1450357744002001,-0.2242148935462326,0.0143902041427169,-0.0346900475346605,-0.1067474364828068,-0.2058638958599911,-0.1262253428535921,-0.1309479227026996,0.0077117228856406,0.2918880666760924,0.3229462566980443,-0.1078084314564584,0.6870207001711869,0.0187641104328457,0.103166326222389,0.3178886104684635,0.2182202162120741,-0.022250224246594,-0.4420588992316731,0.1841384187361669,0.0561438186091478,0.0347389666972695,-0.7910769166743323,-0.3270854774364378,-0.5733505079091581
Epas1,-1,0.2224236573501644,0.1556775704740909,0.5572906706241381,0.1356706301958796,0.3524957326026172,-0.133643236193664,-0.1813322639457775,0.1057759503063022,-0.0492055341523646,0.0536496553040087,0.0794725149007707,0.0194411379230951,0.1165052961484359,0.0423418823954983,0.0384713958140749,-0.1507995710593877,-0.1793300256774611,-0.1108857858005829,0.0943674215191626,0.0888224525999088,-0.5181019242397954,-0.1792011357418582,0.1694253050663238,0.1972583840880248,0.1425195165010105,0.0195647648892342,-0.0447634558914276,0.3763838242512747
Epb41,-1,0.0534983347108048,-0.0107564212194226,-0.022643966091874,-0.0740553527189797,0.1008498938185708,-0.0428128982786127,0.0050079523614732,0.1249833121067139,0.0037235109559244,-0.0170801047345606,-0.0058973481529026,0.0346019800445508,0.0009069272846740026,0.0385225471606629,0.1017809031167416,0.0126267999545244,-0.0300248219495101,0.104403157903722,-0.0257802238915985,0.04443661501457,-0.1538728191078486,0.1531416453923885,-0.0931275089474581,-0.093841123182017,0.0132290867593989,-0.1607939920047701,-0.1413270968310293,0.0868566727128179
Epb41l1,-1,-0.2968931149836907,-0.0586494011330213,-0.2336014654667753,-0.0291238153173461,-0.0985173646811717,-0.1045742450086144,-0.074062766511614,-0.5329997366552383,-0.1912573943925694,0.1770143723040533,0.0097085250407647,-0.2502305065325294,-0.2990332928217766,-0.6473350855678943,-0.2970160215342023,-0.0222907439381058,-0.0912225047260215,-0.1582355464719129,-0.1922054528948331,-0.1708575580661079,0.0394314317893156,0.1921471807392061,0.066849772749521,0.0211197299396384,-0.1902792903623648,-0.1624492908621367,-0.011883959726778,-0.0088494347130399
Epcam,-1,-0.3164894256858857,-0.0519976770447384,0.0526126511575929,-0.2933390203054109,-0.066949959551879,-0.3646376145041834,-0.4704769502973732,-0.1186802547316282,-0.1523075241556606,0.0302860246903321,-0.5879265694030206,0.1189190904624211,-0.04278971920476,-0.0821825155122145,-0.4020745539799535,-0.4502292354040731,-0.3342572530185655,-0.5535439845887866,0.2995552781663211,-0.2380379351113989,-0.205241043828503,-0.3246171601668001,-0.0687707918475625,-0.0592179342254621,-0.1062801397033083,-0.4661640581157645,-0.0952317413338364,-0.1688140270737534
Ephb6,-1,0.0551365986894532,-0.0149339168843574,0.0518399488511882,0.0583796967588054,0.1099425162042286,-0.0794621178901885,-0.0884395336082602,-0.2094059323254107,0.0205221477024591,-0.0673385599335238,0.1215718967991292,0.066315063559191,0.0526763928076055,0.1401722334894143,-0.2052583429393907,-0.067825138727132,-0.0314251678290362,0.1310713633426002,-0.045242676814322,0.0852736096323085,0.2091070443957405,-0.1824049752452455,0.082625511183981,0.0223418609736309,0.1171694259759673,0.0358190402025788,-0.0376029175352934,-0.0159178340853287
Ephx1,11,0.0375120153865888,0.0511990762673974,0.1045284586506252,0.1156914307712075,0.115443769440589,-0.1599906351124125,-0.1941048063070811,-0.143822980469089,-0.0964452997345039,-0.0012726804425688,-0.0952331897845725,0.1021245004879303,0.0687373101666259,0.0952337619022029,0.3505485947426229,0.0392560872225827,-0.1150316538717812,0.295896004095677,0.1757747569387344,0.1395897656363501,0.2979470899753146,0.4979053220718919,0.168606542753818,0.1450720589159673,0.2150441259940056,0.2651711398420502,0.1919388484250616,0.1232081251663915
Eps8l1,-1,0.1295352901160812,-0.0163240664110121,0.0432633636593722,-0.0101376430685057,-0.1096000864660195,-0.2105630230860357,-0.0290930313651803,-0.3331336599250517,-0.2734917091683415,-0.1414381266520934,-0.377388241093933,0.0507921144610818,-0.213926902693341,0.010209411574452,-0.0910433097493342,0.0242624996755247,-0.3256079753663725,0.2386798478596943,-0.0858395926400729,-0.1728127493986553,0.111574492143703,-0.1864510071061514,0.0891700715558731,0.0914484913366287,0.0482832747366539,-0.2794928664493963,-0.1373604577534336,-0.1006027228456541
Epsti1,-1,0.220049704879809,0.0717275572009874,-0.1872567227355694,0.2140687742114833,-0.102580971450569,0.1268579874548165,-0.1584321522301021,-0.030229491800522,0.0219727015405038,-0.1571155613583523,0.0175561217520417,0.0469268359657538,0.0504246535706104,0.0321226012217572,-0.0714311650860291,0.2826053116336798,0.0304276585964309,0.1802705884108956,-0.0016433678775673,0.0333263302854241,0.1940043281998318,-0.2046607108914045,0.2749929966724181,0.1960510323229755,0.0540377639279448,-0.2196604411932788,-0.2678338166314664,-0.1087166298508273
Ercc6,-1,0.0310296279788229,-0.0281133614653867,-0.0349064859158749,0.0349258838042876,0.0696447730526268,-0.0813960073386965,-0.00037720643817073217,0.0685671644940182,-0.0333636433892051,0.0121147957368768,0.0669998198236484,0.0383954930807772,0.090227283090743,0.0406176480869842,0.172608334167153,-0.0100349060173997,-0.0556843015950181,0.1032047840993511,0.1407357745822369,0.0150035475030791,0.2083070864151469,0.2145411518061664,0.1220416700579366,0.1584415782069397,0.1085863181073159,0.2831137672663923,0.2182648340631207,0.0590781446328189
Erf,-1,0.024786149970395,0.0033274257807663,0.0310230397677831,0.0819863966713326,0.0866501026159735,-0.0609700203150784,0.0141662220551154,0.0638871337210408,0.0419631325211732,-0.0675877536271246,-0.1301167730317679,0.0903168036533929,0.0077124057570104,0.0641056219365834,-0.0331419898110534,-0.0059922076390115,0.0170594907874918,-0.1575960163218328,0.052200637437793,0.0270722077806837,-0.0784002538109345,-0.0626647330428981,-0.051867655168638,-0.0403001678998237,0.1670231661000198,-0.0620368848280591,-0.0452460839842841,-0.0265917297361867
Ergic1,-1,0.1475268656464216,0.1091034675982431,0.279955267036122,0.1410779936629942,0.1215199541340724,0.1998148538975761,0.1997593591214686,0.0712492426063191,-0.0296286257957027,0.0825627600905732,0.055204288422983,0.1067624904792288,0.072188120605616,0.1039529122237731,0.0224792480129827,0.1460489161700955,0.1236263953129191,0.1286251615529099,-0.0149157493740618,0.120366557272338,0.1746533344834588,0.1435243996908009,0.0056800944424326,0.073733056429556,0.1032400514727359,0.033125190372137,0.0642072707681826,0.0842788735978045
Ero1a,-1,0.0088646803619321,-0.0676698655323097,0.0399318991282734,0.0147946794404118,0.0295848809096465,-0.0062933721494381,0.0617181559687192,0.0043340885003223,-0.0726857630995016,-0.077580834305611,-0.0460900181639086,0.0960515698690493,-0.0326636920842819,0.0169563814448874,-0.0619409849979696,0.0090966726839578,0.0752854579126838,-0.0177308367836365,0.0218179645557033,0.0532075286237871,-0.0007141882126412604,-0.0305630500141073,-0.0745112802436243,0.1668078431400743,-0.0084184150323048,0.077868595013721,0.0497990997987144,-0.0872522595983613
Erp27,-1,-0.0384015267383182,-0.0652089704268639,-0.1342426948361483,0.2185792336725703,0.0331296279841592,-0.1084268624480215,-0.3589802072356372,-0.1250346896006862,-0.2872759228047007,-0.1042706149196671,-0.0999380330430162,-0.2077799761698694,0.0181779242828405,-0.0844932350737209,0.1119900732990008,-0.025087603452464,-0.0676693931554982,0.0539061964309151,0.0502324264040939,-0.1907201789952847,-0.1542352666564797,0.0158334338841594,0.0295096871887144,-0.1063697707605585,0.0060494340215498,-0.0538841073976286,-0.0652719300531407,0.0287183481618878
Esco2,-1,-0.0470202488646775,0.0145253113521025,0.000566156922512659,0.0012639328140153,-0.0758862823430678,-0.0717648826238772,-0.0479848271729205,0.0030174438602613,0.0405090532547603,0.0270554464044673,0.0186065751014392,0.0030107007916627,-0.0184778101685811,-0.0461221563597927,-0.0923799514920142,-0.0761151456535729,-0.0725120566233488,-0.0229487506857458,-0.0484199628314883,-0.022753476129139,-0.0120679972472868,-0.081825960039893,-0.0313194485780779,-0.0053342622239611,0.0413251007471636,-0.0326601889422073,-0.0759616008248598,-0.1040892447855027
Espl1,-1,-0.0193346821198313,0.0225869686781272,0.0280004125757815,0.0172523705578363,-0.0567538233309826,-0.102812174907409,-0.0611403755205525,-0.0857411213829386,-0.0730775564559709,-0.0375301261059068,-0.0490877289295268,-0.0467025049939155,-0.0617344986125122,-0.0191596873355173,-0.0862381208859369,0.040356685791037,-0.0020152662662909,-0.0270074609080525,-0.0079257528452142,-0.0290113163760898,-0.0177331282296718,-0.0444284651364983,-0.0267166831327648,-0.0070944242571318,-0.0789515626656128,-0.0084651598511615,-0.0415070128506447,-0.138244098629743
