interaction,name,adj_pval,lfc,expected_lfc_single,expected_lfc_abs_single,diff_magnitude_1,diff_magnitude_2
IFNA_IL6,Il16,0.04035939425120497,0.096397448053729,-0.544151479618053,0.544151479618053,1.1771518624214559,1.1771518624214559
IL4_IL2,Art4,0.06015296453335404,0.4169478124341659,-2.354370905536011,2.354370905536011,1.1770952110620145,1.1770952110620145
IL2_TNF,S100a10,0.05033324030356049,0.0675970038961473,-0.2343900490596451,0.3817236419478601,1.2883953656195786,1.177083618796083
IL4_IL2,Ccm2,0.03082693119886411,0.105186993450497,-0.594043980598915,0.594043980598915,1.1770693700901531,1.1770693700901531
IFNA_TNF,Adi1,0.04553528429507982,0.262991710613253,-1.485577651799739,1.485577651799739,1.1770299319558593,1.1770299319558593
IL4_IL21,Uck2,0.02387801676397828,-0.16508962963221616,0.9326490536650541,0.9326490536650541,1.177011523234232,1.177011523234232
IL4_IL6,Ccng2,1.761628765439655e-7,0.23857182621628448,-1.3478111849997871,1.3478111849997871,1.1770068603610246,1.1770068603610246
IL4_IL21,Dnajc15,0.07959974787122125,0.19169651626630885,-1.083351674517879,1.083351674517879,1.1769476346188499,1.1769476346188499
TNF_IL21,Ppdpf,0.03447458547562004,-0.1483285644898882,-0.340875770709285,0.8386635563439809,1.4351396527281777,1.1768630142181244
TNF_IL27,Pou6f1,0.00263257425140293,0.3119728035373179,-1.1435229887805831,1.7642184627088997,1.2728172556198418,1.1768334308543025
IL6_IL2,Mlec,0.03202390243048469,0.09262343278704996,-0.5238860544047458,0.5238860544047458,1.1768007222339434,1.1768007222339434
IFNA_IL6,Dgkz,0.08429381883889764,0.09099051801228872,-0.5147696689387459,0.5147696689387459,1.1767596723402054,1.1767596723402054
IL4_IFNA,Trafd1,4.410651652097098e-11,0.4179088960411262,1.8477886370363525,2.3645081636488823,1.2261670451179987,1.1767424204601662
IFNA_IL6,Mov10,3.411604279941671e-5,-0.4611856958875472,2.609513342369528,2.609513342369528,1.1767324536722907,1.1767324536722907
IFNA_IL2,Atg13,0.01376612877483897,0.20342027990238012,0.8385417578750353,1.15102913546148,1.242588133497217,1.176729045021804
TNF_IL21,Ncoa7,8.315836517423297e-6,-0.4873268966941059,1.915160556227615,2.7583773394852984,1.2544574631664394,1.1766715850359468
IL2_TNF,Fam118a,0.05949411305745412,0.2128687307537026,-1.205531284510919,1.205531284510919,1.176576695676598,1.176576695676598
IL4_TNF,Phc3,1.1918396536440154e-12,0.35828004588281775,1.47979241137679,2.0290632361314334,1.2421150717683949,1.1765741153370393
IFNA_IL21,Ift80,0.01474260663754067,0.18241952474999473,-1.0331535495483686,1.0331535495483686,1.1765657436203334,1.1765657436203334
IFNA_IL27,Itga6,0.08708186227990303,0.14012138069338345,-0.7937061881095153,0.7937061881095153,1.1765406176649962,1.1765406176649962
IL2_IL27,Cish,1.502541480210572e-21,-0.7803848183189729,4.42044638410529,4.42044638410529,1.1765398221150294,1.1765398221150294
IL4_IL27,Ppp3cc,2.57976455089498e-11,-0.3716884192464386,2.1056216307498765,2.1056216307498765,1.1765219419379107,1.1765219419379107
IL2_IL27,Lnpep,0.08736889023346833,0.0804102050264181,-0.45586764684423947,0.45586764684423947,1.1763893656043825,1.1763893656043825
IL6_TNF,Tmem243,1.933967891025239e-6,-0.35005629730101484,1.5130976358592374,1.9851748576176824,1.2313507661402363,1.1763352462165986
IL2_IL27,Stat3,0.06462625507815607,-0.13901248834774632,0.6507592605391256,0.7884798721558745,1.2136158434880828,1.176304422290015
IL2_IL21,Gpr174,0.08143839770985281,0.20692404370922296,-1.1739286616024927,1.1739286616024927,1.1762662847218992,1.1762662847218992
IFNA_IL2,Fam117b,0.01524117379470952,0.23108320631711785,-1.3110993946988598,1.3110993946988598,1.1762514781499036,1.1762514781499036
IFNA_IL2,Heca,0.00133798092457961,0.17755887788633226,-1.0078866249451046,1.0078866249451046,1.1761694951513055,1.1761694951513055
IFNA_IL21,Ly6a,3.7147506369507025e-11,-0.764827037406891,4.343069140147376,4.343069140147376,1.1761028923847474,1.1761028923847474
IL6_IL21,Btg2,6.112200229981241e-4,0.22295586811335336,-1.26606897211067,1.26606897211067,1.1761008863061089,1.1761008863061089
IFNA_TNF,BC147527,0.00134923625130815,0.430922202564372,1.0447737256950893,2.447943748641964,1.4124550531529485,1.1760343565097986
IFNA_TNF,Junb,1.7841363492947477e-8,-0.34032409266325525,1.93391214321535,1.93391214321535,1.1759770183238145,1.1759770183238145
